mode,seed,learning_rate,batch_size,train_samples,val_samples,hidden_layers,epoch,train_loss,train_acc,val_loss,val_acc,epoch_time_ms
mpi-mp,42,0.48,1024,50000,10000,512-512-256-256-128-64-32,1,2.24893,0.187724,2.2895,0.104709,74416
mpi-mp,42,0.48,1024,50000,10000,512-512-256-256-128-64-32,2,1.76464,0.353963,1.29153,0.556641,74248
