mode,seed,learning_rate,batch_size,train_samples,val_samples,hidden_layers,epoch,train_loss,train_acc,val_loss,val_acc,epoch_time_ms
serial,42,0.12,256,50000,10000,512-512-256-256-128-64-32,1,0.673471,0.783974,0.196831,0.9421,38886
serial,42,0.12,256,50000,10000,512-512-256-256-128-64-32,2,0.1745,0.948037,0.144865,0.9559,38901
