mode,seed,learning_rate,batch_size,train_samples,val_samples,hidden_layers,epoch,train_loss,train_acc,val_loss,val_acc,epoch_time_ms
serial,42,0.24,512,50000,10000,512-512-256-256-128-64-32,1,1.37063,0.519592,0.381232,0.8867,38321
serial,42,0.24,512,50000,10000,512-512-256-256-128-64-32,2,0.319626,0.903189,0.172693,0.9481,38349
