mode,seed,learning_rate,batch_size,train_samples,val_samples,hidden_layers,epoch,train_loss,train_acc,val_loss,val_acc,epoch_time_ms
mpi-mp,42,0.24,512,50000,10000,512-512-256-256-128-64-32,1,1.37063,0.519592,0.380158,0.88641,76246
mpi-mp,42,0.24,512,50000,10000,512-512-256-256-128-64-32,2,0.319626,0.903189,0.173008,0.948191,76150
