mode,seed,learning_rate,batch_size,train_samples,val_samples,hidden_layers,epoch,train_loss,train_acc,val_loss,val_acc,epoch_time_ms
mpi-mp-pip,42,0.48,1024,50000,10000,512-512-256-256-128-64-32,1,2.26854,0.186849,2.0768,0.224718,84591
mpi-mp-pip,42,0.48,1024,50000,10000,512-512-256-256-128-64-32,2,1.94191,0.306051,1.99171,0.287543,84408
