mode,seed,learning_rate,batch_size,train_samples,val_samples,hidden_layers,epoch,train_loss,train_acc,val_loss,val_acc,epoch_time_ms
mpi-mp-pip,42,0.96,2048,50000,10000,512-512-256-256-128-64-32,1,2.5259,0.141174,2.31143,0.106567,75803
mpi-mp-pip,42,0.96,2048,50000,10000,512-512-256-256-128-64-32,2,2.28868,0.124837,2.2612,0.0958252,75457
