mode,seed,learning_rate,batch_size,train_samples,val_samples,hidden_layers,epoch,train_loss,train_acc,val_loss,val_acc,epoch_time_ms
serial,42,1.92,4096,50000,10000,512-512-256-256-128-64-32,1,nan,0.100911,nan,0.098,37230
serial,42,1.92,4096,50000,10000,512-512-256-256-128-64-32,2,nan,0.0990601,nan,0.098,37008
