mode,seed,learning_rate,batch_size,train_samples,val_samples,hidden_layers,epoch,train_loss,train_acc,val_loss,val_acc,epoch_time_ms
mpi_dp_hierarchial,42,0.03,1024,50000,10000,256-128,1,1.83087,0.502034,1.28878,0.753105,1132
mpi_dp_hierarchial,42,0.03,1024,50000,10000,256-128,2,0.980642,0.797852,0.726996,0.835136,1125
mpi_dp_hierarchial,42,0.03,1024,50000,10000,256-128,3,0.644226,0.84729,0.541954,0.866086,1118
mpi_dp_hierarchial,42,0.03,1024,50000,10000,256-128,4,0.517545,0.868876,0.457795,0.882612,1121
mpi_dp_hierarchial,42,0.03,1024,50000,10000,256-128,5,0.451897,0.881917,0.409489,0.892728,1119
mpi_dp_hierarchial,42,0.03,1024,50000,10000,256-128,6,0.411653,0.890503,0.378251,0.900541,1124
mpi_dp_hierarchial,42,0.03,1024,50000,10000,256-128,7,0.383866,0.897074,0.355708,0.904848,1120
mpi_dp_hierarchial,42,0.03,1024,50000,10000,256-128,8,0.361723,0.901286,0.338441,0.908454,1122
mpi_dp_hierarchial,42,0.03,1024,50000,10000,256-128,9,0.344985,0.904907,0.325346,0.911058,1124
mpi_dp_hierarchial,42,0.03,1024,50000,10000,256-128,10,0.331492,0.908549,0.313329,0.913061,1120
